"Word","Written","ListIdentifier","DantzigAuditory","DantzigGustatory","DantzigOlfactory","DantzigVisual","DantzigHaptic","DantzigDominantModality","LynottNounVisualStrengthMean","LynottNounHapticStrengthMean","LynottNounAuditoryStrengthMean","LynottNounOlfactoryStrengthMean","LynottNounGustatoryStrengthMean","LynottNounDominantModality","Auditory_mean","Gustatory_mean","Haptic_mean","Olfactory_mean","Visual_mean","DominantModalityNoun","Valence","AbsValence","AOA","Conc","POS","WordFreq","OriginalPOS","ContentPOS"
"balmy",1,"list2",0.46,1.16,1.44,2.525,2.96,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,0.166153072224219,10.89,2.8,"Adjective",1.4771,NA,"Adjective"
"band",0.307692307692308,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.588235294,0,1,0.411764706,4.058823529,"Auditory",6.44,1.37615307222422,6.16,4.68,"Noun",3.4354,NA,"Noun"
"bang",3.83333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,0.0361530722242183,5.74,3.77,"Verb",3.0086,NA,"Verb"
"banging",2.5,"list2",4.395,0.035,0.5,3.885,2.025,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,"Verb",2.6405,NA,"Verb"
"bank",0.571428571428571,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.294117647,0.058823529,1.235294118,0.294117647,4.411764706,"Visual",6,0.936153072224219,6.44,4.78,"Noun",3.637,NA,"Noun"
"barbecue",0.692307692307692,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,2.03615307222422,7.83,4.52,"Noun",2.6599,NA,"Noun"
"barbecued",-0.923076923076923,"list2",1.895,4.13,4.46,4.34,1.675,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjective",1.6435,NA,"Adjective"
"bark",-0.0666666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,0.203846927775781,5.17,4.52,"Noun",2.4487,NA,"Noun"
"barking",3.33333333333333,"list2",5,0.025,0.045,3.85,0.405,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19,"Verb",2.6628,NA,"Verb"
"base",1,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1875,0.25,2.25,0.0625,3.3125,"Visual",5.68,0.616153072224218,6.42,3.86,"Noun",3.2565,NA,"Noun"
"bash",3.08333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68,1.38384692777578,8.84,3.52,"Verb",2.2253,NA,"Verb"
"beautiful",2.33333333333333,"list2",3.18,0.115,0.87,2.915,1.01,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.61,2.54615307222422,5.72,2.16,"Adjective",4.1543,NA,"Adjective"
"beauty",0.833333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.941176471,0.941176471,2.352941176,1.764705882,4.941176471,"Visual",7.58,2.51615307222422,5.05,2.93,"Noun",3.3911,NA,"Noun"
"beep",4.35714285714286,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,0.0461530722242189,5.32,4,"Noun",2.5224,NA,"Noun"
"beeping",3.07692307692308,"list2",4.89,0.025,0.025,2.555,0.4,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verb",2.5185,NA,"Verb"
"beer",0.846153846153846,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67,0.606153072224219,6.11,4.88,"Noun",3.5856,NA,"Noun"
"beery",0.846153846153846,"list2",1.295,2.93,4.445,2.42,0.725,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Name",1.2304,NA,NA
"begin",1.57142857142857,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44,1.37615307222422,4.84,2.56,"Verb",3.4634,NA,"Verb"
"beginning",0.181818181818182,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.625,1.375,0.875,3,"Visual",6.39,1.32615307222422,5.4,2.5,"Noun",3.5079,NA,"Noun"
"beige",0.307692307692308,"list2",0.09,0.3,0.215,4.825,0.275,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26,0.196153072224218,7.74,3.41,"Adjective",1.8451,NA,"Adjective"
"belief",0.75,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,1.07615307222422,7.3,1.19,"Noun",2.5899,NA,"Noun"
"belly",0.25,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37,0.693846927775781,4.05,4.8,"Noun",2.9004,NA,"Noun"
"belong",-0.166666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,1.43615307222422,6.47,1.43,"Verb",3.3549,NA,"Verb"
"bent",0.615384615384615,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,"Verb",2.567,NA,"Verb"
"bequeath",-0.785714285714286,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64,0.423846927775782,13.71,2,"Verb",1.6435,NA,"Verb"
"biscuit",-0.153846153846154,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,1.38615307222422,4.63,4.9,"Noun",2.2833,NA,"Noun"
"biscuity",0.416666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bitter",1.30769230769231,"list2",0.205,2.95,1.78,1.2,1.98,"Gustatory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63,1.43384692777578,8.81,2.93,"Adjective",2.7551,NA,"Adjective"
"blame",0.428571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.352941176,0.176470588,0.529411765,0.411764706,2.294117647,"Auditory",2.94,2.12384692777578,6.48,2.06,"Verb",3.477,NA,"Verb"
"bland",2.07142857142857,"list2",0.12,2.35,1.29,3.125,0.675,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88,1.18384692777578,8.35,2.38,"Adjective",1.7482,NA,"Adjective"
"blare",1,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.263846927775782,10.22,NA,"Verb",1.3222,NA,"Verb"
"blaring",2.69230769230769,"list2",4.99,0,0,1.865,1.405,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verb",1.9494,NA,"Verb"
"bleating",1.71428571428571,"list2",4.275,0.055,0.14,3.39,0.25,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52,"Verb",1.1139,NA,"Verb"
"bleep",3.92857142857143,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.0638469277757814,9.47,3.1,"Noun",2.1367,NA,"Noun"
"bleeping",3.42857142857143,"list2",4.81,0.035,0.01,2.705,0.98,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verb",1.3424,NA,"Verb"
"bliss",1.83333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62,2.55615307222422,10.16,1.37,"Noun",2.2068,NA,"Noun"
"blonde",-0.166666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.936153072224219,6.06,4.52,"Adjective",2.8519,NA,"Adjective"
"blood",0.333333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,1.58384692777578,4.89,4.86,"Noun",3.9774,NA,"Noun"
"bloody",1.23076923076923,"list2",0.265,1.405,1.915,4.93,2.725,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,2.20384692777578,5.83,4.08,"Adjective",3.2929,NA,"Adjective"
"blotch",1.83333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.28,3.86,"Noun",1.0414,NA,"Noun"
"blotchy",2.30769230769231,"list2",0.065,0.045,0.045,4.825,2.315,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.06,3.48,"Noun",0.9031,NA,"Noun"
"blunt",3.16666666666667,"list2",0.45,0.18,0.115,3.79,4.565,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,0.413846927775781,11.05,3.07,"Adjective",2.3997,NA,"Adjective"
"body",-0.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.235294118,1.470588235,4.411764706,3.352941176,4.764705882,"Visual",5.95,0.886153072224219,4.28,4.79,"Noun",3.9988,NA,"Noun"
"bogus",1.76923076923077,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,2.22384692777578,9.94,2.19,"Adjective",2.143,NA,"Adjective"
"boil",1.38461538461538,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48,0.583846927775781,6.6,4.2,"Verb",2.4829,NA,"Verb"
"boiling",1.38461538461538,"list2",4.14,1.57,1.47,4.67,3,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39,"Verb",2.3345,NA,"Verb"
"bomb",1.9,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,2.59384692777578,8,4.84,"Noun",3.4373,NA,"Noun"
"bone",0.0909090909090909,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.588235294,1.294117647,4.058823529,1,3.411764706,"Haptic",5.24,0.176153072224219,5.53,4.9,"Noun",3.1239,NA,"Noun"
"boom",3.84615384615385,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74,0.323846927775781,5.56,3.66,"Noun",3.0465,NA,"Noun"
"booming",3.30769230769231,"list2",4.84,0.185,0.795,3.52,1.555,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,"Verb",1.7324,NA,"Verb"
"booth",0.0714285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,0.186153072224219,7.16,4.42,"Noun",3.017,NA,"Noun"
"border",0.785714285714286,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,0.0625,1.875,0.25,3.6875,"Visual",4.68,0.383846927775782,6.85,4.29,"Noun",2.943,NA,"Noun"
"bore",0.923076923076923,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.882352941,0.470588235,0.647058824,0.411764706,2.117647059,"Visual",NA,NA,8.91,2.96,"Verb",2.5977,NA,"Verb"
"born",-0.818181818181818,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33,2.26615307222422,4.68,3.22,"Verb",3.6303,NA,"Verb"
"boss",-0.25,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.764705882,0,1.294117647,0.882352941,4.294117647,"Visual",4.76,0.303846927775782,6.16,3.83,"Noun",3.8021,NA,"Noun"
"bother",0.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.882352941,0.529411765,1.058823529,0.411764706,2.588235294,"Visual",4.44,0.623846927775781,6.5,2,"Verb",3.5362,NA,"Verb"
"bounce",2.64285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.03615307222422,6.17,3.86,"Verb",2.7016,NA,"Verb"
"bouncy",2.92307692307692,"list2",2.31,0.015,0.075,4.085,3.92,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64,1.57615307222422,4.61,3.18,"Adjective",1.9638,NA,"Adjective"
"brackish",0.846153846153846,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.23,NA,"Adjective",0.699,NA,"Adjective"
"branch",0.571428571428571,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,0.086153072224219,5.11,4.9,"Noun",2.7118,NA,"Noun"
"branching",-0.714285714285714,"list2",1.22,0.025,0.12,4.625,1.795,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,"Verb",1.2041,NA,"Verb"
"brave",1.41666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.38,2.31615307222422,6,2.26,"Adjective",3.209,NA,"Adjective"
"bray",0.461538461538462,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Name",1.3222,NA,NA
"braying",1.16666666666667,"list2",3.23,0.03,0.315,3.17,0.47,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verb",0.4771,NA,"Verb"
"brazen",0.846153846153846,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.0638469277757814,12.19,1.93,"Adjective",1.7853,NA,"Adjective"
"breakable",1.84615384615385,"list2",1.6,0.025,0.075,3.825,3.645,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21,3.03,"Adjective",0.9542,NA,"Adjective"
"breast",0.333333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64,1.57615307222422,6.6,4.89,"Noun",2.6609,NA,"Noun"
"breath",1.66666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.176470588,2.176470588,1.705882353,3,1.705882353,"Olfactory",6.61,1.54615307222422,5.81,4.36,"Noun",3.3602,NA,"Noun"
"breathe",2.66666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17,2.10615307222422,4.11,4.07,"Verb",3.3936,NA,"Verb"
"breeze",0.9375,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.61,2.54615307222422,6.22,3.62,"Noun",2.6138,NA,"Noun"
"breezy",2.25,"list2",2.885,0.25,1.125,3.025,3.395,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26,1.19615307222422,6.39,3.72,"Adjective",1.6128,NA,"Adjective"
"brief",0.2,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,0.25,0.75,0.5625,2.125,"Auditory",6,0.936153072224219,8.44,2.38,"Adjective",2.8651,NA,"Adjective"
"bright",1.5,"list2",0.105,0,0.075,4.93,0.885,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,1.77615307222422,6.58,3.92,"Adjective",3.3553,NA,"Adjective"
"brilliant",0.846153846153846,"list2",2.42,0.01,0.01,2.745,1,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,2.43615307222422,7.95,2.07,"Adjective",3.2617,NA,"Adjective"
"brine",-1.07692307692308,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.25,4.24,"Noun",1.2304,NA,"Noun"
"briny",1.46153846153846,"list2",0.56,2.81,2.595,2.895,1.98,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.18,NA,"Adjective",1.4914,NA,"Adjective"
"bristle",0.583333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.58,3.96,"Noun",1.0792,NA,"Noun"
"bristly",1.5625,"list2",1.46,0.145,0.08,4.31,4.56,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.13,3.16,"Adjective",0.301,NA,"Adjective"
"brittle",2.23076923076923,"list2",1.48,0.53,0.11,2.865,3.8,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86,1.20384692777578,9.78,3.56,"Adjective",1.8573,NA,"Adjective"
"broad",2.26666666666667,"list2",0.28,0.015,0.14,4.49,2.375,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,0.0761530722242183,10.5,2.45,"Adjective",2.8762,NA,"Adjective"
"bronze",0.0833333333333333,"list2",0.26,0.56,0.68,4.775,1.53,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81,0.746153072224218,10,4.47,"Noun",2.1584,NA,"Noun"
"brunette",0.75,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,1.28615307222422,8.61,4.57,"Noun",2.2529,NA,"Noun"
"brunt",0.666666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,1.35384692777578,12.52,2.21,"Noun",1.415,NA,"Noun"
"bubble",1.46153846153846,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43,1.36615307222422,3.79,4.6,"Noun",2.6117,NA,"Noun"
"bubbling",2.5,"list2",3.67,2.295,1.165,4.365,1.915,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,"Verb",1.7559,NA,"Verb"
"builder",0.857142857142857,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.764705882,0.176470588,1.235294118,1.352941176,4.294117647,"Visual",5.95,0.886153072224219,5.95,3.97,"Noun",1.6902,NA,"Noun"
"bulk",1.23076923076923,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,0.173846927775782,10.21,3.24,"Noun",1.9912,NA,"Noun"
"bulky",1.23076923076923,"list2",0.25,0.025,0.095,4.475,4.435,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,0.853846927775781,10.47,3,"Adjective",1.4314,NA,"Adjective"
"bullet",0.0769230769230769,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.941176471,0.117647059,2.882352941,1.058823529,3.529411765,"Visual",3.45,1.61384692777578,6.7,4.83,"Noun",3.2903,NA,"Noun"
"bumpy",2.35714285714286,"list2",1.245,1.045,0.07,3.7,4.58,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,0.763846927775782,5.11,3.76,"Adjective",2.281,NA,"Adjective"
"burn",0.416666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73,1.33384692777578,4.72,4.11,"Verb",3.4498,NA,"Verb"
"burning",0.533333333333333,"list2",1.03,1.835,4.23,4.59,2.575,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,"Verb",3.1937,NA,"Verb"
"burnt",0.666666666666667,"list2",0.88,2.52,3.41,4.335,3.415,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,"Verb",2.6893,NA,"Verb"
"burst",2.91666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,0.366153072224218,7.72,3.1,"Verb",2.6395,NA,"Verb"
"bursting",2,"list2",4.035,0.265,0.26,4.575,2.68,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verb",2.0792,NA,"Verb"
"business",-1,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.823529412,0.294117647,0.647058824,0.470588235,3.529411765,"Visual",5.48,0.416153072224219,7.47,3.28,"Noun",4.2141,NA,"Noun"
"buttery",0.166666666666667,"list2",0.18,2.74,2.96,3.33,4.135,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16,3.68,"Noun",1.2553,NA,"Noun"
"buttock",0,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.44,4.79,"Noun",1.2553,NA,"Noun"
"buzz",3.69230769230769,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,3.7,"Unclassified",2.9112,NA,NA
"buzzing",4.33333333333333,"list2",4.695,0.025,0.125,3.09,0.815,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"Verb",2.3464,NA,"Verb"
"cab",-1,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,0.253846927775782,6.94,4.88,"Noun",3.2617,NA,"Noun"
"cage",0.846153846153846,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,1.95384692777578,5.06,5,"Noun",3.0149,NA,"Noun"
"call",0.416666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.470588235,0.058823529,1,0.176470588,2.176470588,"Auditory",6.18,1.11615307222422,4.74,4,"Verb",4.6428,NA,"Verb"
"camp",0.769230769230769,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.529411765,0.588235294,2.411764706,1.647058824,3.882352941,"Visual",7,1.93615307222422,5.78,4.35,"Noun",3.4171,NA,"Noun"
"cancer",0,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,3.16384692777578,8.39,3.86,"Noun",3.0569,NA,"Noun"
"capacity",0.6,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4375,0.5,2.8125,0.5,3.941176471,"Visual",5.14,0.0761530722242183,9.83,3.1,"Noun",2.617,NA,"Noun"
"caramel",0.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68,1.61615307222422,6.58,4.73,"Noun",1.8062,NA,"Noun"
"caramelized",-0.733333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjective",0.6021,NA,"Adjective"
"career",0.0714285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.117647059,0.411764706,0.882352941,0.411764706,3.117647059,"Visual",6.11,1.04615307222422,9.95,2.54,"Noun",3.3629,NA,"Noun"
"case",-0.416666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,0.116153072224218,6.74,3.93,"Noun",4.1585,NA,"Noun"
"cash",-0.166666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.882352941,0.235294118,4,1.470588235,4.470588235,"Visual",7.51,2.44615307222422,4.84,4.48,"Noun",3.5676,NA,"Noun"
"cast",0.222222222222222,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.588235294,0.176470588,1.294117647,0.588235294,3.588235294,"Visual",5.26,0.196153072224218,7.24,3.92,"Verb",3.0722,NA,"Verb"
"casual",0.785714285714286,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,0.986153072224218,9.83,2.03,"Adjective",2.5729,NA,"Adjective"
"cause",-0.0909090909090909,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4375,0.375,0.9375,0.375,2.875,"Visual",5.14,0.0761530722242183,5.84,2.43,"Noun",4.199,NA,"Noun"
"cellar",-1.08333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.375,0.125,2.6875,2.8125,4.125,"Visual",4.7,0.363846927775781,8.94,4.68,"Noun",2.6803,NA,"Noun"
"center",0.933333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705882353,0.470588235,2.294117647,0.352941176,4,"Visual",5.56,0.496153072224218,6.57,3.85,"Noun",3.3685,NA,"Noun"
"century",-0.230769230769231,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.705882353,0.058823529,0.117647059,0.176470588,2.176470588,"Visual",5.36,0.296153072224219,7,2.83,"Noun",3.0269,NA,"Noun"
"chain",-0.1,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,0.1875,3.8125,0.466666667,4.3125,"Visual",4.79,0.273846927775781,5.22,4.55,"Noun",3.0346,NA,"Noun"
"champagne",-0.230769230769231,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,1.79615307222422,10.26,4.82,"Noun",3.2033,NA,"Noun"
"char",2.08333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.34,NA,"Name",1.8633,NA,NA
"charred",1.92857142857143,"list2",1.38,2.58,3.055,4.205,2.635,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86,1.20384692777578,10.2,3.63,"Adjective",1.5911,NA,"Adjective"
"chart",-0.0769230769230769,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529411765,0,0.764705882,0.058823529,3.764705882,"Visual",5.35,0.286153072224218,7.59,4.48,"Noun",2.6848,NA,"Noun"
