"Word","Written","ListIdentifier","DantzigAuditory","DantzigGustatory","DantzigOlfactory","DantzigVisual","DantzigHaptic","DantzigDominantModality","LynottNounVisualStrengthMean","LynottNounHapticStrengthMean","LynottNounAuditoryStrengthMean","LynottNounOlfactoryStrengthMean","LynottNounGustatoryStrengthMean","LynottNounDominantModality","Auditory_mean","Gustatory_mean","Haptic_mean","Olfactory_mean","Visual_mean","DominantModalityNoun","Valence","AbsValence","AOA","Conc","POS","WordFreq","OriginalPOS","ContentPOS"
"shrieking",3.84615384615385,"list2",4.73,0,0.085,3.585,0.44,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verb",1.6232,NA,"Verb"
"shrill",3.28571428571429,"list2",4.66,0.06,0.31,1.89,0.765,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,1.73384692777578,11.44,2.8,"Adjective",1.3979,NA,"Adjective"
"sigh",2.8,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29,0.773846927775781,7.39,3.89,"Noun",2.2405,NA,"Noun"
"sight",0.181818181818182,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470588235,0.117647059,0.411764706,0.117647059,5,"Visual",7.11,2.04615307222422,5.44,3.21,"Noun",3.364,NA,"Noun"
"silent",-2.16666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,0.0761530722242183,4.42,3.67,"Adjective",3.0697,NA,"Adjective"
"silk",2.92307692307692,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,1.48615307222422,7.39,4.7,"Noun",2.699,NA,"Noun"
"silky",2.90909090909091,"list2",0.275,0.19,0.135,3.69,4.84,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.93615307222422,9.1,4.12,"Adjective",1.6128,NA,"Adjective"
"silver",0.923076923076923,"list2",0.56,0.63,0.68,4.88,1.045,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48,2.41615307222422,6.21,4.52,"Noun",3.2095,NA,"Noun"
"site",-0.8,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.1875,0.625,0.625,3.75,"Visual",5.22,0.156153072224218,8.63,4.56,"Noun",2.9917,NA,"Noun"
"situation",-0.230769230769231,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.176470588,0.647058824,2.058823529,1.294117647,3.941176471,"Visual",5.33,0.266153072224219,9.26,2.03,"Noun",3.6241,NA,"Noun"
"sizzle",3.81818181818182,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,1.07615307222422,8.16,3.48,"Noun",1.5185,NA,"Noun"
"sizzling",3.85714285714286,"list2",4.445,1.9,3.185,4.26,2.39,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,"Verb",1.6532,NA,"Verb"
"skedaddle",1.3,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,0.176153072224219,7.84,3.04,"Verb",1.4624,NA,"Verb"
"skim",1.64285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,0.393846927775781,8.84,3.76,"Verb",1.6435,NA,"Verb"
"skin",-0.0833333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78,0.716153072224219,4.48,4.79,"Noun",3.3516,NA,"Noun"
"skinny",1.92857142857143,"list2",0.12,0.025,0.01,4.845,3.97,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36,0.296153072224219,5.16,3.57,"Adjective",2.8537,NA,"Adjective"
"skirt",0.0769230769230769,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705882353,0,3.764705882,0.529411765,4.882352941,"Visual",6.14,1.07615307222422,5.67,4.82,"Noun",2.7067,NA,"Noun"
"slave",-0.571428571428571,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,3.00384692777578,7.84,4.38,"Noun",2.9736,NA,"Noun"
"slavery",0.933333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.529411765,0.411764706,0.411764706,0.647058824,3.529411765,"Visual",2,3.06384692777578,8.32,3.11,"Noun",2.3181,NA,"Noun"
"slick",2.06666666666667,"list2",0.575,0.16,0.41,4.16,3.75,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.0638469277757814,9.3,3.69,"Noun",2.5453,NA,"Noun"
"slide",1.41666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.71,0.646153072224219,4.79,4.48,"Verb",2.959,NA,"Verb"
"slime",3.2,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,1.91384692777578,6.78,4.48,"Noun",2.1523,NA,"Noun"
"slimy",2.83333333333333,"list2",0.58,1.6,0.655,3.935,4.61,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,1.85384692777578,6.28,3.26,"Adjective",2.2041,NA,"Adjective"
"slip",2.61538461538462,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,0.733846927775781,6.17,4.1,"Verb",3.1209,NA,"Verb"
"slippery",3,"list2",0.84,1.655,0.275,3.615,4.79,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38,0.683846927775781,6.72,3.94,"Adjective",2.3541,NA,"Adjective"
"slit",1.38461538461538,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26,0.803846927775782,10.44,3.68,"Verb",2.29,NA,"Verb"
"slurp",3.78571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.0638469277757814,6.76,3.83,"Noun",1.3617,NA,"Noun"
"slush",3.25,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68,0.383846927775782,6.95,4.04,"Noun",1.4624,NA,"Noun"
"slushy",2.58333333333333,"list2",2.27,3.1,0.425,4.15,4.11,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,3.7,"Adjective",0.6021,NA,"Adjective"
"sly",1.38461538461538,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,1.32384692777578,8.55,2.03,"Adjective",2.1367,NA,"Adjective"
"small",1.92307692307692,"list2",0.56,0.025,0.075,4.705,3.825,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76,0.696153072224218,3.22,3.22,"Adjective",3.8044,NA,"Adjective"
"smell",0.923076923076923,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39,1.32615307222422,4.22,3.7,"Verb",3.6275,NA,"Verb"
"smelly",0.923076923076923,"list2",0.095,0.535,4.94,2.685,0.94,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,2.38384692777578,4.32,3.07,"Adjective",2.3263,NA,"Adjective"
"smoke",2.30769230769231,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,1.62384692777578,4,4.96,"Verb",3.5235,NA,"Verb"
"smoky",1.3,"list2",1.225,2.075,4.18,4.16,1.05,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73,1.33384692777578,6.58,4.04,"Adjective",1.5441,NA,"Adjective"
"smooth",3.25,"list2",0.595,0.065,0.09,4.125,4.52,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42,1.35615307222422,5.61,3.81,"Adjective",2.9699,NA,"Adjective"
"snake",2,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03,1.03384692777578,5.1,5,"Noun",3.0573,NA,"Noun"
"snarl",3.38461538461538,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,2.61384692777578,8.75,4,"Noun",1.4472,NA,"Noun"
"snarling",3.25,"list2",4.585,0.015,0.1,3.19,0.345,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verb",1.6721,NA,"Verb"
"sneeze",1.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.06384692777578,4.17,4.03,"Verb",2.179,NA,"Verb"
"snore",2.76923076923077,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.06384692777578,5.94,4.39,"Verb",1.9191,NA,"Verb"
"snort",2.78571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,0.513846927775782,7.42,4.18,"Noun",1.7782,NA,"Noun"
"snorting",1.30769230769231,"list2",4.845,0.015,0.215,2.655,0.515,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,"Verb",1.6812,NA,"Verb"
"snout",0.75,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48,0.583846927775781,6.83,4.89,"Noun",1.6435,NA,"Noun"
"snub",1.30769230769231,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,1.83384692777578,12.1,2.41,"Noun",1.3222,NA,"Noun"
"soapy",1.38461538461538,"list2",0.21,1.975,1.645,3.29,3.505,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27,0.206153072224218,5.72,4.41,"Adjective",1.415,NA,"Adjective"
"social",0.428571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08,1.01615307222422,10.43,2.27,"Adjective",3.2315,NA,"Adjective"
"socialist",0.0714285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5625,0.0625,0.375,0.125,2.5,"Auditory",4.11,0.953846927775781,13.61,3.19,"Adjective",1.8195,NA,"Adjective"
"sodden",-0.142857142857143,"list2",0.63,0.315,1.705,3.78,3.6,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.15,NA,"Adjective",0.8451,NA,"Adjective"
"soggy",2.84615384615385,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47,1.59384692777578,5.9,3.28,"Adjective",1.7076,NA,"Adjective"
"solid",1.15384615384615,"list2",1.84,0.415,0.115,3.98,4.465,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,0.586153072224219,7.79,4.42,"Adjective",2.9996,NA,"Adjective"
"solution",-0.416666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.823529412,0.352941176,0.764705882,0.470588235,2.647058824,"Visual",6.3,1.23615307222422,9,2.61,"Noun",2.9074,NA,"Noun"
"solve",0.416666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,1.23615307222422,6.58,2.1,"Verb",2.9978,NA,"Verb"
"sonorous",-0.166666666666667,"list2",4.885,0,0.01,1.425,0.7,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,"Adjective",0.4771,NA,"Adjective"
"sore",0.923076923076923,"list2",1.05,0.905,0.07,0.77,4.095,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.26384692777578,5.84,3.23,"Adjective",2.8842,NA,"Adjective"
"sorry",0.153846153846154,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,0.253846927775782,3.44,1.9,"Adjective",4.775,NA,"Adjective"
"sound",0.833333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0.588235294,0.0625,0.764705882,"Auditory",6.45,1.38615307222422,3.72,3.7,"Verb",3.8642,NA,"Verb"
"soundless",-1.81818181818182,"list2",3.525,0.06,0.085,2.95,0.64,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,"Name",0.301,NA,NA
"sour",1.46153846153846,"list2",0.06,4.89,3.165,0.74,0.24,"Gustatory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,1.11384692777578,4.89,3.14,"Adjective",2.4742,NA,"Adjective"
"sparkle",2,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,2.03615307222422,5.95,3.81,"Noun",1.9345,NA,"Noun"
"sparkly",3.07142857142857,"list2",0.59,1.84,0.55,4.495,0.485,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1.63615307222422,4.53,3.54,"Adjective",1.5441,NA,"Adjective"
"speckle",-0.0666666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88,NA,NA,NA,NA
"speckled",1.5,"list2",0.295,1.08,0.905,4.605,1.145,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78,0.716153072224219,9.26,3.59,"Adjective",1.3222,NA,"Adjective"
"spice",0.538461538461538,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,1.48615307222422,6.78,4.54,"Noun",2.433,NA,"Noun"
"spicy",1.25,"list2",0.045,3.41,3.945,1.595,0.36,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32,1.25615307222422,5.06,3.31,"Adjective",2.2304,NA,"Adjective"
"spike",1.92307692307692,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23,0.833846927775781,7.58,4.52,"Verb",2.7966,NA,"Verb"
"spiky",2,"list2",0.165,0.425,0.08,4.52,4.505,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67,4.07,"Adjective",1.0792,NA,"Adjective"
"spilling",1.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verb",2.0414,NA,"Verb"
"spirit",0.461538461538462,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529411765,0.235294118,0.764705882,0.529411765,2,"Visual",7,1.93615307222422,7.11,1.6,"Noun",3.4011,NA,"Noun"
"spit",1.75,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.06384692777578,5.06,4.71,"Verb",2.9948,NA,"Verb"
"spite",2.85714285714286,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.875,0,0.375,0,2.3125,"Auditory",NA,NA,11.7,2.07,"Preposition",2.5899,NA,NA
"split",1.07692307692308,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.563846927775781,6.25,3.96,"Verb",3.2911,NA,"Verb"
"sport",1.38461538461538,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,1.88615307222422,5.74,3.48,"Noun",3.0069,NA,"Noun"
"spot",1.28571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12,0.0561530722242187,5.39,4.21,"Noun",3.4971,NA,"Noun"
"spotless",1,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,0.986153072224218,7.47,3.34,"Adjective",1.7853,NA,"Adjective"
"spotted",1.25,"list2",0.135,0.395,0.38,4.76,1.17,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,"Verb",2.7185,NA,"Verb"
"square",-0.214285714285714,"list2",0.195,0.075,0.065,4.85,3.65,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,0.0461530722242189,4.11,4.33,"Noun",3.2098,NA,"Noun"
"squawk",3.46153846153846,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,0.0461530722242189,9.26,3.73,"Verb",1.9445,NA,"Verb"
"squeak",4.23076923076923,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,0.113846927775781,5.84,4.07,"Verb",2.0864,NA,"Verb"
"squeaking",3.07692307692308,"list2",4.815,0.05,0.13,1.53,1.44,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,"Verb",1.9542,NA,"Verb"
"squeal",2.92307692307692,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,0.0761530722242183,7,3.42,"Verb",2.1367,NA,"Verb"
"squealing",2.75,"list2",4.895,0.035,0.76,3,0.475,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83,"Verb",2.0934,NA,"Verb"
"squeeze",2.53846153846154,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85,0.213846927775782,5.42,3.75,"Verb",2.8865,NA,"Verb"
"stab",2.28571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,2.01384692777578,6.4,4.07,"Verb",2.6513,NA,"Verb"
"stagnant",0.5,"list2",0.945,0.535,2.005,2.7,1.73,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,2.01384692777578,11.86,3.07,"Adjective",1.1761,NA,"Adjective"
"stale",2.38461538461538,"list2",0.38,4.67,2.31,2.33,1.79,"Gustatory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,1.44384692777578,7.61,3.48,"Adjective",2.1761,NA,"Adjective"
"state",0.0714285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73,0.666153072224219,6.39,3.52,"Noun",3.7404,NA,"Noun"
"statement",-1.38461538461538,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.529411765,0.176470588,0.647058824,0.176470588,2.705882353,"Visual",5.32,0.256153072224219,8.89,2.96,"Noun",3.1738,NA,"Noun"
"steal",0,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,2.89384692777578,6.17,3.84,"Verb",3.4347,NA,"Verb"
"steep",1.5,"list2",0.56,0.05,0.075,4.82,2.895,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32,0.256153072224219,8,3.76,"Adjective",2.1004,NA,"Adjective"
"stem",-0.0769230769230769,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,0.0361530722242183,7.26,4.63,"Noun",2.0607,NA,"Noun"
"stench",2.27272727272727,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,2.44384692777578,9.17,3.85,"Noun",2.0569,NA,"Noun"
"stenchy",1.5,"list2",0.125,0.7,4.545,2.435,0.775,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sting",2.61538461538462,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,2.51384692777578,6.21,4.41,"Noun",2.5551,NA,"Noun"
"stinging",2.69230769230769,"list2",0.555,0.505,0.8,2.105,4.46,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,1.49384692777578,6.78,4.04,"Adjective",1.6721,NA,"Adjective"
"stink",1.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,2.71384692777578,4.3,3.72,"Verb",2.8287,NA,"Verb"
"stinky",2.07692307692308,"list2",0.385,1.24,4.875,2.26,0.68,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16,1.90384692777578,4.53,3.73,"Adjective",2.2625,NA,"Adjective"
"storm",0.428571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.74,0.676153072224219,4.94,4.7,"Noun",3.1973,NA,"Noun"
"stormy",1.23076923076923,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,0.0761530722242183,6.3,3.96,"Adjective",1.8751,NA,"Adjective"
"straight",0.357142857142857,"list2",0.415,0.075,0.075,4.865,0.76,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,2.76,"Adverb",3.7955,NA,"Adverb"
"strain",1.76923076923077,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.117647059,0.235294118,3.235294118,0.529411765,3,"Haptic",3.71,1.35384692777578,8.63,3,"Noun",2.5587,NA,"Noun"
"strange",0.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,0.343846927775782,6.42,1.86,"Adjective",3.6443,NA,"Adjective"
"stranger",-0.142857142857143,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.705882353,0.352941176,1.352941176,1.352941176,4.352941176,"Visual",4.09,0.973846927775782,4.53,3.76,"Noun",3.1392,NA,"Noun"
"strangle",1.28571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.06384692777578,7.74,4.34,"Verb",2.3502,NA,"Verb"
"strength",1.07692307692308,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.411764706,0.411764706,3.176470588,0.470588235,3.764705882,"Visual",6.73,1.66615307222422,6.21,2.96,"Noun",3.2751,NA,"Noun"
"strike",1.08333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,2.00384692777578,7.75,4.07,"Verb",3.3664,NA,"Verb"
"stringent",-0.833333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,1.66,"Adjective",0.8451,NA,"Adjective"
"stripe",0.75,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,0.176153072224219,4.05,4.72,"Noun",1.8751,NA,"Noun"
"striped",0.692307692307692,"list2",0.09,0,0,4.915,0.36,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,0.253846927775782,4.65,4.04,"Adjective",1.9445,NA,"Adjective"
"strong",1.4,"list2",0.255,2.525,2.14,2.235,2.23,"Gustatory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81,1.74615307222422,4.58,3.14,"Adjective",3.6465,NA,"Adjective"
"stubborn",0.454545454545455,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,1.32384692777578,7.17,2.18,"Adjective",2.7443,NA,"Adjective"
"student",0.928571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.375,0.1875,1.5,1.1875,4.4375,"Visual",6.41,1.34615307222422,5.94,4.92,"Noun",3.3416,NA,"Noun"
"stump",1.85714285714286,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,0.443846927775781,7.58,4.78,"Noun",2.1004,NA,"Noun"
"stupid",1.72727272727273,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,2.22384692777578,4.4,1.75,"Adjective",3.9734,NA,"Adjective"
"sturdy",1.76923076923077,"list2",0.955,0.05,0.195,4.12,3.725,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19,1.12615307222422,7.5,2.86,"Adjective",1.9395,NA,"Adjective"
"suave",1.23076923076923,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,0.366153072224218,11.05,1.48,"Adjective",1.6812,NA,"Adjective"
"substitute",-0.583333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529411765,1.117647059,1.235294118,0.941176471,3.470588235,"Visual",4.91,0.153846927775781,7.06,2.82,"Noun",2.3784,NA,"Noun"
"success",-0.846153846153846,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.117647059,0.647058824,1.470588235,0.235294118,3.705882353,"Visual",7.49,2.42615307222422,9.25,2.21,"Noun",3.1433,NA,"Noun"
"suck",2.69230769230769,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,1.35384692777578,5.58,3.46,"Verb",3.2504,NA,"Verb"
"suite",-0.75,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,1.98615307222422,9.37,4.16,"Noun",2.9294,NA,"Noun"
"sullen",0.285714285714286,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,2.22384692777578,11.59,2.47,"Adjective",1.4771,NA,"Adjective"
"sunny",2,"list2",0.575,0.16,0.77,4.905,2.595,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.95,2.88615307222422,6.17,4.2,"Adjective",2.5933,NA,"Adjective"
